Judyta;RuŸniarz
Rebeka;Merdasiñski
Benedykta;Robazel
Sabina;Szoronowska
¯aneta;Macionis
Konradyna;Piestrzewicz
Borzys³awa;Bienierz
Sofia;Karpas
Kaliksta;Stikas
Benedykta;Lobuda
Boguta;Iszczyszyn
Cyntia;Jodkiewicz
Odila;Szulitko
Mindora;Wiechaj
Kasjana;Bêbenista
Isaura;Steber
Alicja;Bielaszczyk
Rudolfa;Magud
Afrodyta;Ugorzewska
Ditta;Szermak
Wiera;Skêczek
Krzysztofa;Siedlaszek
Dobromira;Mietkiewski
Teofila;Jendreczko
Ró¿a;Januszczak
Teresa;Rozenkiewska
Kleopatra;Galtowenger
Innocenta;Rosztajn
Mi³os³awa;Lewikowski
Oliwia;Trynczek
Mariola;Kondrak
Bibianna;Klemont
Brygida;Godszald
Wiwanna;Grybajtys
Ingrida;Wachmieta
Daniela;Sieklewicz
Ewa;Wodzielak
Oktawia;Wolniakiewicz
Amalia;Talukder
Perpetua;Walerski
Rafaela;Popendyk
Berna;Kazuczyk
Narcyza;Mareñ
Nonna;Hajcz
Eulalia;Biller
Bazylissa;Wajngertner
Karena;Lokwenc
Roma;£abaciej
Pêcis³awa;Giemu³
Wszebora;Domowicz
Antonina;Rozie³
Dalia;Felchner
Petronela;Soczewicza
Jeros³awa;Naziêb³y
Izabella;Stojszczak
Wierzchos³awa;Lochka
Beatrycze;Wojdy³o
Aleksandra;Gierlaczyk
Emanuela;Strzewin
Rudolfina;Buklowska
Roma;Poroszyna
Izolda;Wiethan
Mirabella;Sztof
Kunegunda;Nowak-Juraszek
Salomea;Szyæko
Œwiêtomira;Kasprzycki Rosikoñ
Ma³gorzata;Kercelli
Rozanna;Drzêczek
Ewdokia;Puchniarz vel Puchniewicz
Benigna;Wielgusiak
Dezyderia;Zabieca³a
Waleria;Kie³bikowski
Larysa;Podgorodecki
Laura;Biedke
Marta;Kowton
Lena;Fliegar
Areta;Kandzio³ka
Leokadia;Przyby³kowicz
Huberta;L¹tka
Sebastiana;Kaliciak
Beatrycze;Silañczuk
Diomada;Neclaf
Eleonora;Stukiert
Sabina;Taubenblat
Miriam;Wawrzelski
Sobies³awa;Fajfurek
Mironiega;Nouwel
Eudoksja;Paradny
Saturnina;Dolczyczek
Asteria;Wierchowski
Julita;Budzewicz
Wojs³awa;Halboth
Iwona;Wrzaskowski
Leonida;Lud³a
Bernardyna;Knasiewicz
Arleta;Mamuœka
Zuzanna;Bethmann
Karolina;Szapieczko
Laurentyna;Dziomko
Paloma;Zaklika
Honoryna;Bracia
Dominika;Snakowski
Adria;Kierszeniewska
Dobrocha;Pawulak
Wis³awa;Borenda
Eliga;Czenczew
Halszka;£ukomicz
Wera;Wituñska
Hermenegilda;Warobiak
Begina;Jagannathan
Stella;Uszczyna
Diomeda;Ciurkin
Janina;Gabara
Agnieszka;Druzgo³a
Elwira;Glicz
Bratumi³a;Wierznicki
Biruta;Fruhacz
Sydonia;Ausobski
Ryszarda;Ustosik
Ciechos³awa;Macker
Honorata;Potega
Hipolita;Golinczak
Adria;Warzecza
Lechos³awa;Ralimak
Malwina;Wojciechowski
Adrianna;Todorowicz
Rufina;Zanchi
Roœcis³awa;Gumulinski
Chwalimira;Feldmon
Salome;Szmieloff
Dagmara;£azenta
Ksenia;Niradka
Nina;Wer¿anowski
Matylda;Abrahimowicz
Dobrocha;Sosno
Zelmira;Macharzyñski
Ciechos³awa;Kamoñski
Odilla;Andryjanczyk
Erwina;Biederman
Szymoneta;Deuer
Monika;G³ugowiecka
Kordula;Omielaszko
Wiktoria;Laskowicz
Lora;Hirowicz
Ilza;Lipaj
Sylwana;Sandrock
Goœcis³awa;Rzemiecki
Wiêces³awa;Hamajczyk
Irma;Gregrowski
Marianna;Nie¿eniec
Romana;Gauzik
Jaœmina;Klundek
Oda;W³aszyn
Anatolia;Bur³aka
Teresa;Haworeñ
Luiza;UŸlis
Zbigniewa;Zag³oba
Roœcis³awa;Postoja³ko
Beatrycze;Pachwa³
Asteria;Kêdoñ
Dajana;Leprus
Borzys³awa;Karwig
Lilla;Waciega
Dalila;Zdarek
Chwalis³awa;Pasieracki
Edda;Litnic
Wszemi³a;Knypel
Ma³gorzata;Godfryd
Ryszarda;Menducki
Michalina;Skrobiñski
Diomeda;Waœ
Brygida;Koncki
Boguchwa³a;Wietrzniak
Konrada;Pietroczuk-Sajewicz
Aniceta;Andryjasik
Przemys³awa;Junajtis
Andromeda;Surawski
Erwina;Mendlikowski
Bratumi³a;Bo¿icz
Daria;Lasnia
Wincentyna;Seikowski
Agata;Votruba
Dalila;Baisewicz
Dajana;Wo³kowicz
Waleria;Pi³usiñska
Genowefa;Butyn
Estera;Starucha
Galla;Genba³a
Eryka;M¹czuk
Geraldyna;Marantowicz
Kwiatos³awa;Szkiler
Koleta;Schieller
Mi³os³awa;Rysal
Józefa;Szczechowicz
Euzebia;Chroœciechowski
Strze¿ys³awa;K³ódŸ
Irmina;Szalski
Wrócis³awa;Za³amañska
Ita;Zomrak
Januaria;Bytowski
Saturnina;Kobejsza
Gryzelda;Gêœkowiak
Aurora;Szyrmacher
Miros³awa;Pulsa
Fryda;Eppa
Wierzchos³awa;Hendziel
Lidia;Radzienda
Rozyna;Czarubaj
Tekla;Czwelska
Marietta;Malic
Joachima;Grajpel
Jolanda;Szakiera
Violetta;¯ydczak
D¹brówka;Œwistów
Bogna;Jasiora
Gertruda;Elwertowski
Talita;Wontorowski
Oda;Sapijaska
Laurentyna;Przewozikowski
Kamilla;Dominkiewicz
Klemencja;Trzaniec
Ró¿a;Cicharski
Ksaweryna;Sadliñski
Bronis³awa;Swientoñ
Zbigniewa;Opalski
Modesta;Nahajczuk
Chwalis³awa;Zwiêga³a
Angela;Piesciuk
Anastazja;Ksycki
Angela;Kurewicka
Czcibora;Grabocz
Ewdokia;Moœcid³o
Ernestyna;Chrz¹szczewski
Imis³awa;So³haj
Dobrawa;Wojtis
Violetta;Stalmacka
Mironiega;Konstantynopolski
Wioletta;Karbaniak
Les³awa;Majcherczyk-Zdan
Eugenia;£owiagin
Domicela;Negger
Sara;Gajur
Emanuela;Treszczotko
Nadia;Swyñczuk
Oswalda;Brynier
Marzanna;Romotowski
Bo¿ys³awa;Mebrius
Toma;Mayduk
Enema;¯ahiñska
Ozanna;Springacz
Boguwola;Mirecki
Alicja;Pryczka
Bibianna;Ordy³owski
Imis³awa;Miedziejko
Irina;Radzieñ
Apolonia;Bujdzin
Galla;Szumielas
Lidia;Staturski
Carmen;Mandziejczuk
Arleta;Coblewicz
Biruta;Jedmorowski
Leontyna;Konawka
Szarlota;D¿bikowski
Lilla;Popuch
Tamara;B³yskuñ
Dalila;Nachciñski
Saturnina;Bie³uœ
Krystyna;Kiraszczuk
Beatrice;Altunina
Paulina;Niebrzegowski
Dobrawa;Parczyñski
Jaros³awa;Weydlich
Pryska;Brzy³a
Orchidea;Opaczewski
Cieszys³awa;Jakimieæ
Cieszys³awa;Soprunowicz
Lubosza;Lubojewska
Dina;Kassakowska
Oliwia;Laider
Irma;Kuszmierek
Laza;Sza³szecki
Albina;Badiukiewicz
S³awa;G³odniecka
Wenesa;Szwedzki
Gertruda;Nebeling
Chwalis³awa;Stranczik
Anatolia;Strojeñski
Karolina;Baltyzer
Nina;Arodz
Sofia;Gruchalak
Goœcis³awa;Skutela
Aneta;Killar
Teodoryka;Gruszfeld
Aniceta;Ma³ada
Rufina;Brenienek
Bogus³awa;Hann
Toska;Zygarek
Gardenia;Lelko
Lucja;Strzy¿ewski
Irma;Oleœka
Stronis³awa;Michun
Wojs³awa;Knejski
Malina;Szperol
Fryderyka;Salacka
Wirginia;Œrebnicka
Kinga;Iwanisik
Maja;Mucujanis
¯egota;Rajcher
Edmunda;Piss
Abigail;Piêtas
Walentyna;Kor¿niak
Jadwiga;K³odek
Gryzelda;Krañciszewska
Miros³awa;Przydro¿ny
Liliana;Jutrzonka
Rufina;Chamu³a
Amanda;Nicolaus
Przec³awa;Szeszkis
Filipina;Bochiak
Stronis³awa;Dranecka
Celestyna;Golbing
Emerencja;Bo¿entko
Rena;Pula
Teresa;Nikulcza
Czcibora;Awtuszko
Dobros³awa;Paszama
Sebastiana;Weltz
Kornelia;Œle¿añski
Celestyna;Artiuch
Dajana;Giejbatow
Józefina;Kumst
Telis³awa;Koæmit
Krzysztofa;Perniak
Teresa;Schroier
Przybys³awa;Deierling
Hipolita;Bahn
Pia;Nieprawski
Eryka;£agier
Magdalena;Salinkiewicz
Ariela;Kneisler
Niegos³awa;Wachna
Ludomi³a;Po³aczak
Jewdocha;Parchasiewicz
Bronis³awa;Mozul
Lucjola;Dzierewianko
Radomi³a;Grützner
Rebeka;Markociñski
Aleksandra;Ja¿dz
Miranda;Ulbiñska
Danuta;Nistrowski
Wiola;Gryszyñska
Dobis³awa;Altrych
Eufemia;Katrzonka
Ulryka;Gramda
Ewdokia;Manzeck
Weronika;Kuzella
Celina;Kedyk
Klotylda;Dmytrzyk
Magdalena;Marszalak
Hortensja;Kowaliszek
Angela;Or³owiejski
Edmunda;Budzar
Sobies³awa;Miskowicz
Szczêsna;Ko¿eniowska
Kunegunda;A³osa
Augustyna;Bochert
Karina;Bod¿ek
Dziers³awa;KrêŸlik
Irina;Szostan
Maryna;Deyna
Heloiza;LabêdŸ
Luba;Kamsiñska
Talita;Wójcik vel Jaworski
Wiktoria;Borchmann
Ifigenia;Radio
Eudoksja;Ho³ysz
Wierzchos³awa;Czichocka
Gracjana;Wychadañczuk
Georgia;Hyla
Norma;Koletas
Lubosza;Kizter
Bernardeta;Dzizulewicz
Maura;Dudyñczak
Teodozja;Drawiecka
Alicja;Volf
Potencjana;Ruczyñski
Jewdocha;Sknera
Mironiega;Skobiej
Wincenta;Janka
Kosma;Modrzejewska de Rosso
Bryda;Howara
Ligia;Arsala
Zbigniewa;Otelewski
Manfreda;Krszel
Dina;Galardes
Michalina;Skobociñska
Tekla;Dyjo
Waleria;Nabagiez
Józefina;£ukoœ
Ksenia;Kocko
Wojciecha;Zwi¹zko
Danuta;Romaldowski
Aneta;Moskal
Romana;Kaschel
Swet³ana;Plenikowski
Margareta;Simsiak
Linda;Guralczyk
Rafaela;F¹towicz
Lilla;Purka
Rudolfa;Kodula
Arleta;Feldensztain
Marzanna;Mi³tych
Ingrid;Koziona
Adolfina;Miralewska
Warwara;Kolañczyk
Dina;Lachera
Gaudencja;Porzyæ
Kryspina;Dyskant
Nonna;Pleskaczewicz
Stefania;Jestrabek
Jewdocha;Glombinski
Jagna;Kampara
Kamila;Drezno
Adela;Rothmann
Potencjana;Maraburda
Enema;Telmaszewski
Godzis³awa;Matuszny
Oriana;Wikoñski
Renata;Kulipas
Adamina;Sur
Mina;Kleeman
Afrodyta;Mamczyk
Kallina;Kuropacki
Cezara;Kuberna
Konrada;Danieluk
Hiacynta;Chrzczonowicz
Lubomi³a;Oœmak
Wies³awa;Mêczywor
W³adys³awa;Kupieñ
Daniela;Krzeszkowiak
Rudolfina;Mokrowiecki
Ganda;Weszycki
Lilla;Brygo³o
Iwona;Bezinek
Joachima;Buchcik
Honoryna;Soczewica
Rozanna;£oŸnikow
Wanda;Zwarnas
Sulimiera;Thejrig
Siecies³awa;Batula
Miriam;Machowiaków
Nimfa;Pyzata
Ksaweryna;Borzyk
Orchidea;Cykarski
Szeliga;Miêtrega
Ernestyna;Mo¿dzieñ
Teodozja;Kessler
Dawida;Klaun
Regina;Dery³o
Lolita;Tederka
Olga;Batawia
Bartolomea;Kiwil
Toma;Œwiergo³a
Neomi³a;Piekaruœ
Cieszys³awa;Ko³czar
Józefina;Go³owatenko
Olimpia;Kossman
Ksymena;Borzyszowski
Ma³gorzata;Szulewa
Dalila;Tryniecki
Waleria;Giryng
Ciechos³awa;Rajiæ
Klaudyna;Kordun
Lucyna;Szwaryn
Ida;Kominatzki
Bronis³awa;Kautorski
Norma;Wyraniec
Lea;Symenowicz
Adrianna;Dmetrasz
Jarmi³a;Gontka
Wojciecha;Pleszacz
Magda;Pawlucy
Gilda;Gromolak
Wiera;Hezyna
Laurentyna;Lukaszuk
Honoryna;SiedŸwiedzka
Marlena;Krwawnikowski
Rajmunda;Czapigo
Amiceta;Bradeszko
Wirginia;Mataszek
Bernadeta;P³oñczeñska
Mi³os³awa;Kukurenda
W³odzis³awa;Warmowski
Chwalimira;Popilarczyk
Innocenta;Bracz
Nonna;Cieso
Tomis³awa;K³êczek
Leonarda;Czereniewski
Kamelia;Kaunowska
Laurencja;Zgodaj
Adriana;Chochlar
Bolis³awa;U³aszek
Renata;Zatcher
Gustawa;£apuszko
Zenona;Land
Juda;Strychorska
Tomis³awa;Lundyga
Ludomi³a;Frêc
Dalia;Poberajko
Ryszarda;Staufer-Kamiñski
Dagmara;Gaban
Dagna;Czynsz
Klotylda;Kindrocka
Materna;Hedtman
Kleopatra;Margulies
Konradyna;Pomrenke
Ludgarda;Apalach
Geraldyna;Bieleszewski
Pulcheria;Kuska
Emilia;Chrytonów
Gracja;Hunsa
Honorata;Frandzel
Kwiatos³awa;Peroñczyk
Domis³awa;Regorius
Dajana;Olek
Zofia;Kuspiœ
Edmunda;Nina
Gustawa;Trybunalski
Emanuela;Cyrwuœ
Sylwana;Ugonowska
Geraldyna;Nabrzycki
Mieczys³awa;Serbeñski
Liza;Stromczewska
Genowefa;Isterewicz
Alberta;Pomiñczuk
Franciszka;Süsser
Marcjanna;Kuœnir
Euzebia;RóŸbicki
Olga;Klarmin
Jeros³awa;Czerwieñski
Kazimiera;Kuszel
Gra¿yna;Knysta³a
Anatolia;Giermanowski
Urszula;Wejek
Waleriana;Kaczymarzyk
Ksaweryna;Knothe
Wyszeniega;Fój
Szczêsna;Leœnierowski
Konstancja;Skropek
Gilda;Wartburg
Leopoldyna;Oder
Iryda;Schlimok
Danuta;Cagiel
Klarysa;Macal
Maja;Lubonicka
Domicela;Matlica
Wis³awa;Andrzejowiec
El¿bieta;Narat
Judyta;Penzio³
Pola;Dnitruk
Madlena;Chowaniak-Choweny
Lora;Scechula
Beata;Pieczora
Œcibora;Poul
Dianna;Ditter
Odila;Pêdrukowska
Rafaela;Jodgowska
Julietta;Ogo¿a³y
Fortunata;Damico
Katarzyna;Czasza
Dziers³awa;Kandefer
Izyda;Freidel
Bo¿ena;Flerianowicz
Lidia;Rebman
¯aklina;Dro¿dzich
Lubomi³a;Bandrea
Witolda;Fedzioryna
Materna;Stangl
Dobies³awa;Fellmann
Domos³awa;Balcarska
Pamela;Zeliusz
Joachima;Gwerk
Gloria;Kurdzanidis
Hermenia;Przymenski
Ilona;Stepkan
Waldemara;Rajchowski
Dobroniega;Kondziewski
Ofelia;Halukiewicz
Hermina;Korlaga
Ingrida;Czernahowski
Przec³awa;Jamiellicha
Adela;Ba³ec
Jowita;Sirotko
Aspazja;ZeleŸny
Kordula;Mêdrych
Klarysa;Czerepowski
Œwiêtomira;Brzêk
Amelia;Kolenderski
Pamela;Blitek
Arleta;Kaupman
Ma³gorzata;Rambowski
Neomi³a;Wojtatowicz
Jarmi³a;Przymusia³a
Iga;Tylikowski
Julita;Pazdry
Dianna;Wernetzka
Domos³awa;Bumbierys
Samanta;Majorke
Eufemia;Friske
Borzys³awa;Dobrzynek
Augusta;Sobeski
Margareta;Cychañski
Ariela;Kontrolewicz
Roma;Donszczyk
Orchidea;Nitzka
Enema;Falaciñski
Trzebis³awa;Macialis
Biruta;Miêtak
Kryspina;Chudyñkiewicz
Adolfa;Siepio³owska
Izyda;Kordonowski
W³adys³awa;¯abczyk
Ilia;Lubaja
Areta;Krêza³ek
Zula;Konti
Klemencja;Poholski
Gloria;Ryzler
Salome;Tymczów
Lechos³awa;Apanasionek
Eryka;Mawiejczuk
Dianna;Bomiñski
Wilma;Renszmiñ
Lea;Bi³ba
Dobros³awa;Szafarowicz
Krzysztofa;Manel
Samanta;Moszak
Daria;Czekin
Jakobina;£agodziñski
Olga;Ho³owa
Adolfa;Skotlarek
Beata;Gêsielewicz
Jowita;Prowiñski
Alojza;Tymofiejewska
Dominika;Pacewski
Filipina;Siewierz
Saba;Morzóch
Leokadia;Zienczyk
Berta;Oœrodek
Œwiêtochna;Blumczyñski
Maryla;Klebankiewicz
Przemys³awa;Kobuszyñski
Arletta;Ryzyków
Szarlota;Bublijewski
Greta;Tronowicz
Jaœmina;Czernusz
Ganda;Bobacka
Wis³awa;£azaronek
Angela;Szepiczek
Nimfa;Granuszewski
Wincentyna;Gangin
Liliana;Nieczyk
Mieczys³awa;Puszczewska
Rajmunda;Jazikowski
Iwona;Radermacher
Leopolda;Harmaziñski
Waldemara;Na³ecz
Zelmira;Kowiranda
Alma;¯ontek
Sulis³awa;Kostulla
Delfina;Kohnlein
Dina;PriehodŸko
Klaudia;Pijanka
Ida;Sk³adonowska
Wrzes³awa;Gulip
Jowita;Tysiorkowski
Jarema;Ciombor
Areta;Brojanowski
Danuta;Rolanta
Prakseda;Poloñczyk
Klemencja;Cho³ysz
Bêdzis³awa;Bogaj
Ismena;Jakubenko
Wojciecha;Lechandrowicz
Eudokia;Waliz
Hermina;Redzich
Zenona;Celeban
W³odzis³awa;Zardzewski
Paloma;P³atne¿
Karolina;Drzymiñski
Izolda;Hejndrich
Amata;Ogiejczyk
Rozanna;Brzukowski
Ma³gorzata;Gniedziuk
Adela;Kassala
Krzysztofa;Dziagorz
Izabela;Rabarczyk
Euzebia;Schlegiel
Odilla;Kuzdak
Rachela;Lauchstaedt
Ruta;Ko³oszczuk
Jaros³awa;Kwak
Pulcheria;Ligniarski
Radzis³awa;Truty
Jolanta;Trapacz
Radomi³a;Dyrdyn
Pulcheria;Niewieczerzak
Huberta;Ziegenhagen
Beata;Chromski
Aldona;Szmurawiñski
Tekla;Walesiak
Fabiola;Kibortt
Marianna;Walusiuk
Kryspina;Kwiêczka
Areta;Mallach
Boñcza;Rejfur
Wilhelmina;Wjechnik
Biruta;Jaresiñska
Martyna;Glizek
Bogna;Pydyñ
Ingeborga;£utaj
Stanis³awa;Dziedziak
Bohdana;R¹galska
Sylwana;Tracyngier
Atanazja;Wi¹zownicki
¯egota;Litkinowicz
Wierzchos³awa;Graipel
Nadzieja;Lichocik
Tadeusza;Cojk
Afrodyta;Tomaszynas
Jurata;Maksjada
Alfreda;£ukjanek
Borzys³awa;Dzimianowicz
Niegos³awa;Budzaniuk
Ariadna;Bokunowska
Saturnina;Pop³añska
Bo¿eciecha;£apucza
Eugenia;Matjaszkojæ
Iwona;Rzepczak
Karola;Kotlaszewska
Nadia;Czepielkiewicz
Julietta;Remiaszka
Adela;Boryniec
Przec³awa;Bodenstedt
Ludmi³a;Gomoracki
Klementyna;Tomasikiewicz
Kwiatos³awa;Co³us
Martyna;Bonachowicz
Adrianna;Gradara
Ingrida;Sojc
Lena;Demorz
Lidia;Swadowski
Miros³awa;Aksnik
Patrycja;Haren¿lak
Anatolia;Sztyper
Barbara;Jemanowicz
Nimfa;Szandruk
Klaudia;Pastorczyk
Odilla;Blinkow
Swet³ana;Jedliniak
Bibianna;Grygiêæ
Bernadeta;Jechalski
Bolis³awa;Alberto
Irena;Rumon Lipiñski
Mariola;Tohak
Margot;Maller
Inez;Wietrzynowska
Wis³awa;Jendruczyk
Benigna;Runda
Sêdzis³awa;Baraœ
Strze¿ys³awa;Snazyk
Amelia;Kryka³a
Rudolfa;Tunk
Eulalia;Grêdzik
Mœcis³awa;Wolanina
Ernestyna;Biczko
Adelina;Stofiñska
Erwina;Giedzun
Celestyna;Krzysztal
Karola;Hollander
Szczêsna;Wykrzyk
Arletta;Strugasiewicz
¯aneta;Gutta
Lubosza;Pêdzak
Seweryna;Prima
¯ywia;Rzemiszke
Alina;Klebosch
Mirabella;Grafsztajn
Gaudencja;Walko
Beda;Budda
Aurora;Jarnga
Marcela;Krzykwiñski
Ernesta;Koterna
¯egota;Siemarz
Felicja;Hawron
Boñcza;Skrzendzewska
Julietta;Zgorlakiewicz
Adrianna;Dragudzki
Juda;Wawrzañczyk
Telis³awa;Bazylczyk
Kallina;Ceirus
W³odzis³awa;Sielc
Katarzyna;Wychowañski
Amalia;Klupczyñski
Tatiana;Andrysieczko
Hermina;Gwó¿d¿
Dalida;Gacyniak
Gizela;Lazar
Chwalimira;Kuciewicz
Lukrecja;Sciêgosz
Justyna;Œnierzyñski
Bratumi³a;Roœliñski
Joachima;Odochowski
Cyntia;Po³ocznik
Józefina;Têderowska
Warwara;Katuszonek
Toma;Gawry
Joachima;Michón
Irina;Loranta
Huberta;Ejzak
Aurela;Kilimnik
Gryzelda;Kiejda
Galla;Latyrska
Adamina;Sme³ka
Krystyna;Cheminiak
Katarzyna;Szeszewicz
Alojza;Iwachow
Wincenta;Mudyñ
Mi³os³awa;Meras
Innocenta;Tujako
Longina;FryŸlewicz
Grzymis³awa;Uhniat
Celestyna;Gmitrzykowski
Teodora;Simlet
Roberta;Paceñko
Miranda;Skolarus
Lora;Grêzak
Arletta;Niewidzia³a
Wyszes³awa;Olijnyk
Eudokia;Tomann
Scholastyka;Gaw³os
Bohdana;Piolek
Liberata;Nazet
Laurentyna;Swielarz
Ariadna;Manioszek
Bernardeta;Jajowniczek
Bolis³awa;Motysiak
Martyna;Parzysz
Maja;Sapryka
Ismena;Nycer
Serafina;Micielski
Warwara;Janela
Dobrochna;Watykowska
Adriana;Michurski
Hermenia;Wondolski
Bêdzis³awa;Jaczorowski
Pryska;Mogner
Margot;Sagola
Neomi³a;Fidy³o
Ksymena;Gêglawa
Honoryna;Ciepakowicz
Gloria;Jachymiak
Liza;Kar³owski
Ida;Biekiesza
Dobroniega;Dluziñska
Wiola;Fene
Œcibora;Szpilarowicz
Diomada;Rabiaga
Czcibora;Wo³ga
Domos³awa;Szczykupowicz
Berenike;Stolenwerk
Glikeria;Rambo³
Rena;Jagerstal
Irena;Selwiet vel Sylwietowicz
Toska;Hotyœ
Lilla;Mohrardt
Goœcis³awa;Zaryciñski
Zbigniewa;Boherewicz
Georgina;Jazdz
Fortunata;Apteka
Gerarda;Zbirko
Pryska;Dzia³dow
Bernadeta;Siellawa
Eulalia;Jondzel
Krzysztofa;Fafrowicz
Emerencja;Horszyk
Melania;Flara
Luiza;Sz³owieniec
Lucjola;Szumaska
Radomi³a;Nikel
Ludomi³a;Iwaniusz
Pulcheria;Komabus
Jarmi³a;¯yd³o
Roksana;Komnitz
Wyszes³awa;Gutswa
Ida;Wojewóda
Monika;Steimaszak
Teodoryka;Ronczak
Lolita;Cawrycz
Sandra;Osówniak
Julietta;Galpa
Lubomi³a;Galios
Bogdana;Jakoniec
Odila;Steidel
Geraldyna;Wiblik
Fabiola;Forodyñska
Lubomi³a;Szaege
Wis³awa;Pojka
Taida;Bochenczyk
Nora;Startnowski
Dobies³awa;Klanu³
Atanazja;Halborn
Paulina;Cubera
Kordula;Woyni³³owicz
Daria;Kasperczak
Irina;Greuner
Pia;Radik
Tatiana;Kaprzewicz
Boguchwa³a;Aueron
Aga;Szypik
Berna;Marulis
Nadia;Reiman
Hipolita;Podeszko
Ewdokia;Spiess
Narcyza;Orleañski
Galla;Harthun
Geraldyna;Œlachetka
Marianna;Pyszczuk
Andromeda;Dep³uch
Malina;Hrymaszewicz
Miriam;Grzechlik
Dagmara;Starowniak
W³odzis³awa;Selukas
Gizela;Chwieckowicz
Sawa;Kinak
Lechos³awa;Sputak
Minodora;Wobis
Wielis³awa;Didyczuk
Irina;Mozionek
Malina;Karalenko
Emilia;Cymberski
Bratumi³a;Gielmiak
Fryderyka;Jax
Faustyna;Sêp³owska
Sybilla;Korczak-Chodorowska
Alfreda;Bamcerz
Rita;Weigelt
Afrodyta;Kowalikow
Martyna;Milañczuk
Maja;Korandysz
Wszemi³a;Kremblewski
Loda;Nentwich
Celina;Oziewa
Monika;Spojlar
Kunegunda;Szyrwik
Teodora;Lulkowicz
Mi³os³awa;Spojda
Amiceta;Awielowska
Judyta;Grzelik
Kallina;Worzysz
Laura;Renier
Stella;Kaliszan
Kira;Rywolt
Ulryka;Kamenow
Gerarda;Greulich
Œwiêtomira;SidŸ
Ozanna;Sakaszewska
Borzys³awa;Dimitrow
Odilla;Kofus
Emanuela;Orwaszer
Amiceta;Nickholz
Zyta;Pietorz
Flora;B³usewicz
Olga;Grechu³a
Wiwanna;Taruñ
S³awa;Koczra
Mirella;Feloniuk
Fryda;Sylwestrzuk
Sonia;Churkiewicz
Cieszys³awa;Kuprowski
Eligia;Pakiñska
Huberta;Choroœ
Sylwana;Wallisch
Oswalda;Tukaj
Manfreda;Zaleziñski
Pudecjanna;Szwaber
Benita;Bojakiewicz
Ksawera;Mizerowska
Dajana;Stachurzewski
Arletta;Punde
Adrianna;Zalcer
Mechtylda;Cie¿niorska
Klementyna;Orzek
Ksaweryna;Wojczewski
Kwiatos³awa;Melanko
Eliga;Szadziuk
Liberata;Dodonowa
Bibianna;Sobon
Sieros³awa;Ostra
Heloiza;Klowek
Lubomira;Zylla
Henryka;Kwieczlich
Aisza;Spitol
Nadia;Gerstenberg
Matylda;Pluchin
Bazylissa;Schwidernoch
Aleksandra;Kalcewicz
Jagna;Reymon
Zora;Trontczak
Lubosza;Jenczmyk
Adriana;Ko³zut
Marta;Burdejski
Nimfa;Bontór
Emiliana;Pêzio³
Gaudencja;Grajcki
Hanna;Chamu³ko
Wincentyna;Kadur
Ma³gorzata;Kajpan
Kosma;Liek
Faustyna;Bia³odziaj
Felicjana;Knietniewska
Celestyna;Rêkawicki
Justyna;Zarzina
Angela;Rembertowski
Romualda;Denilkiewicz
Innocenta;Brunów
Zula;Szy³kojtis
Julietta;Kapelowicz
Potencjana;Antoniw
Juda;¬piewak
Malwina;Naroznik
Eugenia;T³ustowski
Mira;Noescher
Krystiana;Radzionik
Marcela;Tawieñ
Jewdocha;Smendrowska
Oliwia;Zwirbliñska
Odilla;Sopacz
Honoryna;Unierzycki
Mi³a;Lajeczko
Galla;Hyssa
Bogumi³a;Lurzyñczyk
Edda;Biszek
Materna;Wszo³ek
Mi³a;G¹bczyk
Bogus³awa;Kiepas
Franciszka;Kaserek
¯ywia;Trzoñkowski
Mœcis³awa;Tembrowski
Stefania;Stopnicki
Dagmara;G³adyszczak
Bernardyna;Wodañska
Jolanta;Peldius
Cyriaka;Polarczyk
Iwa;Galasiñski
Julita;Herbaczenko
Wrzes³awa;Petkun
Ksawera;Bukrzyñska
Jolanda;Gostonczyk
Sobies³awa;Sz³opiñski
Domis³awa;Skarmarska
Cyntia;Czalis
Œwiêtochna;Nachañczyk
Adelina;Me³nyczajko
Niegos³awa;Jungierman
Ernestyna;Fitenbach
Demetria;Furmanik
Wioletta;Rynda³a
Rebeka;Jurowiec
Bo¿ys³awa;Sciak
¯egota;WoŸnic
Jadwiga;G³êda³a
Kleopatra;Elsner
Œwiêtochna;Deckwirth
Gaudencja;Fidura
Felicja;Brewus
Zbys³awa;Prucyk
Telimena;Dziwgon
Emiliana;Ho³yj
Klemencja;Walak
Dalida;Stereñczak
Justyna;Walista
Cecylia;Hruzek
Konradyna;Steckel
Diana;Bartachowska
Amelia;Hadryga
Lubosza;Wójtanowicz
Lechos³awa;Kurzachów
Manuela;Parzeñski
Asteria;Jaœlak
Tomis³awa;Ochwa³
Alojza;Narzeka³a
Ulryka;Wyroda
Mirabella;G¹ziewska
Adolfa;Byd³oska
Diana;Winskiewicz
Antonina;Bo¿enna
Edmunda;Strzy¿ewski
Angelina;Muciñski
Ernestyna;Kosonog
Leokadia;Juche³ko
Ma³gorzata;Trepkowski
Karola;Sobienikow
Dionizja;Lachus
Daria;Ciecierega
Wera;Sa³uk
Gracjana;Chomij
Miros³awa;Jefimowska
Leopoldyna;Nowostelska
Klementyna;Pó³kowski
Marika;Wykurz
¯aklina;¯wierniak
Debora;Fornicki
Julietta;Mizar
Otylia;Biniek
Edmunda;Stieb
