Patryk;Olwiñski
Emiliusz;Spêtana
Dalebor;Cebra³
Nadbor;Szkafarek
Zdzibor;Drepszok
Zenon;Gabawa
Faustyn;Odrzewolska
Tristan;Muzy³owska
Przemys³;Swierd¿ewska
Ninogniew;Smunda
Eligiusz;Beredt
Ders³aw;Jêdraszek
Przemi³;Zaba
Nepomucen;Grzywa³a
Leonard;Broszczyk
Artemon;Paœwiat
Franciszek Salezy;Szperlak
Teofil;Niniarski
Czechasz;Widejko
Pêkos³aw;Kerpert
Lucjan;Petrzuk
Daros³aw;Hemszyk
Naum;Rakomski
Amin;Waœciszakowski
Kandyd;Kazalski
Kalikst;Konczy
Miko³aj;Kodrzycki
Czcibor;Berezniaków
Benedykt;Skryszowska
Saturnin;Lewoniewski
Twardos³aw;Hoppek
Agaton;Spu³towski
Klemens;Grzaszka
Sofroniusz;C¹kata
Siemis³aw;Jakubczel
Symplicjusz;Madelski
Andonik;Werna
Blandyn;Poœmiechowicz
Teobald;Ulijaszyk
Eudoksjusz;Czycz³o
Wolmar;Kizon
Czechoñ;Dziata
Fidelis;Maksumiak
Borzys³aw;Gotoniec
Wszerad;Mozarczak
Dziers³aw;Ciepiaszuk
Cyprian;Tota
Danisz;Rukawisznikow
Jarope³k;Sêdej
Nelly;Czerwieñski
Jonasz;Sus
Sylwin;Gusal
Cierpis³aw;Zawalanka
Domarat;Chabarkiewicz
Daniel;Iwachów
Leopard;Ch³ystowski
Ulrych;Juchmiewicz
Faustyn;Œroœlak
Blizbor;Jesiñski
Wróciwoj;Bzdiuch
Eugeniusz;Skroba³o
Jonasz;Helsztyñski
Festus;Bojnowicz
S³awoj;Styczyk
Radomi³;Klaszka
Danisz;Mreczka
Ubys³aw;Szkawrytko
Pakos³aw;Szypniewski
Rodryg;Gardyas
Judasz;Koscioszka
Leonid;Mielczuszek
Dionizy;Hofer
Terencjusz;Ko³ecki
Karolin;To³biñski
Sylwin;D¿era
Jaros³aw;Taradada
Cecyl;Grempla
Norbert;Pabiasiak
Czcirad;Szapran
Cieszymir;Jangsz
Telesfor;Marchalewicz
Kalasanty;Œniegorski
Borzywoj;Strak³owiec
Batszeba;Cukczyñska
Gedeon;Paniczyk
Tworzymir;Barika
Ciechos³aw;Chól
Barabasz;Kawtan
Iwan;Neuwert
Otomar;Bosiecki
Czes³aw;Zieme³ka
Remigiusz;Dziurewicz
Wszeb¹d;Potenga
Agenor;Cycowska
Ruben;Dósa
Niecis³aw;Dulus
Wirginiusz;Brzd¹kiewicz
Siemomys³;Broecher
W³oœcibor;£okin
Uriasz;Lengier
Czechasz;Ko³aniecka
£ukasz;Oniszka
Zbylut;Próchyñski
Paschalis;Niewidzia³a
Rodryk;Kosuchniak
Ksenofont;Spyszkiewicz
Anicet;Kozur
W³odzis³aw;Gaula
Alpinian;Szpotko
Agatonik;Klajzerowicz
Lubos³aw;Rakiecki
Arkady;Syldakt
Sulirad;Peukier
Witalis;Gardiaœ
Lubogost;Kira³omczyk
German;Brzyñczyk
Dan;Wozniel
Dalemir;Sabinarz
Emil;Zumbrzycki
Borzymir;Œwibodzka
Kastor;Pfabe
Joachim;Bibrzycha
Wszemir;Nie¿ewski
Ambro¿y;Moczko
Reinhold;Walus
Zdobys³aw;Korwicz
Cieszys³aw;Olis
Flawian;Gieorgi
Odyseusz;Waszeczko
Arkady;Wieæ
Niemir;Begaruk
Olech;Dobierczyñska
Feliks;Bojew
Borys³aw;Rejrich
Sewer;Salinger
Angel;Bunina
Longinus;Platkowski
Urban;Bo³aziñska
Olech;Regdosz
Albaniusz;Gu³cz
Hieronim;Senktas
W³odzimierz;Boziany
Festus;Bajrabas
Hortensjusz;Brêdzak
Bogudar;Matecz
Spirydion;Nagoga
Rufin;Bochaj
Liboriusz;Jêndrecka
Korneliusz;Manterys
Bonifacy;Komatek
Roœcigniew;Bêkowski
Hugo;Wójczyk
Blizbor;Duhinowa
Nelly;Srebra
Gabriel;Wobiszczewicz
Ruben;Krychowiak
Bogusz;Rulak vel Rulka
Kasjan;Folejewski
Tristan;Honerkamp
Wojciech;Gabryk
Damaris;Nychter
Jacek;Nedzewicz
Helmut;Malaniowska
Cezariusz;Bolliger
Wrócis³aw;Melssner
Uniewit;Warañski
Nepomucen;Schlimm
Juliusz;Pajesta
Cecylian;Petkowicz
Przemys³;Smorag
Trzebowit;Pukler
Borzys³aw;Badorek
Spycimir;Anastasiok
Uniemys³;Maryna
Micha³;Kwiszon
Jurand;Klyta
Dobrogniew;Kropiewski
Goœcirad;Wollschaeger
Napoleon;Aibinder
Kornel;Werwiñski
Jaros³aw;Hocak
Emanuel;Feciuk
Wielis³aw;Karnakowska
Albaniusz;Remuszka
Salomon;Ca³oszyñska
Paramon;Koradecki
Kwiryn;Kowina
Mauryn;Miernik-Zdanowicz
Miromir;Pacias
Drogos³aw;Izbrand
W³odziwoj;P³oszajczak
Eudoksjusz;Mukas
Zbyszko;Kropkowski
Dzier¿ys³aw;Leguski
Kanizjusz;Je¿dzikowski
Torpet;Podwalski
Tworzymir;Koenner
Cyprian;Jadamiec
Wiêcerad;S³apik
Zdzibor;Denusik
Taras;Brzozecki
Juliusz;Dros
Blandyn;Kukelska
Liboriusz;Troboœ
Sozant;Nierotka
Apoloniusz;Trydel
Klaudiusz;Ch³a
S³awoj;Olawiñski
Zbyszko;Zerman
Goœcimir;Buklarowicz
Kalistrat;Slaboñ
Cieszygor;Bruntke
Wyszomir;Gandyrz
Andron;Pribbnow
Herkulan;Kosmociñska
Pudens;Peszkowski
Lubor;Dworzok
Enoch;Morchner
Sebald;Frede
Marcjal;Paron
Sebald;Kordybacki
Zefiryn;B³a¿ejczuk
Pompejusz;Prozokowicz
Domos³aw;Dewis
Józef;Nojszewski
Iwo;Frahn
Niezamys³;Sostak
Miros³aw;Harecka
Antoni;Peledys vel Peledis
Bo¿ywoj;Marhiewicz
Wiktoriusz;Bo³dyrew
Bernard;Wadawska
Czêstobor;Ganciarz
Sulpicjusz;Miszór
Ernestyn;Hamendinger
Ferdynand;Burzikowska
Borys³aw;Krek
Unimir;Brydiuk
Zorian;Kristfalk
Joel;Munikiewicz
Emiliusz;Jamio³a
Borys;Burdlel
Stanis³aw;Tuppek
Redogort;Maradini
Ezdrasz;Stanela
Natan;Jernatowski
Probus;Pieton
Artus;Trombitas
Niegos³aw;Kazberuk
Oktawiusz;Pionier
Mi³owit;Szubertowicz
Radzis³aw;Dowgwillo
Patrycjusz;Lassolle
Oleg;Samociuk
Leodegar;Banaszk
Fides;Remañczyk
Gaudenty;Cisarz
Juliusz;Matlar
Odil;Ro¿enkowska
Mieszko;Mamajew
Bruno;Maklewski
Celestyn;Chetmanowska
Wiaczes³aw;Herelius
Kryspin;Sztelmer
Maciej;Honowski
Bronis³aw;AmbroŸkiewicz
Henryk;Ryszelewski
Kryspin;Langelfeld
Ksenofont;Husson
Teodozjusz;Sabliak
Mieszko;Grembski
Lutogniew;Chrapaczyñska
Ciechos³aw;Mizier
Albert;Baunert
W³oœcis³aw;DrzeŸdzon
Martyn;Mantejewski
Micheasz;Arnulf
Uriasz;Neumiler
Dobromir;Dziewiatko
Mariusz;Pajnok
Bazyl;Banankiewicz
Felicysym;Dziecicka
Hortensjusz;SandŸmiera
Ruprecht;Sosno
Mi³owit;Wonneberger
Otton;Gilbert
Roland;Gierczy³o
Erwin;Mayea
Unimir;Samulnik
Spycimir;Sapir
¯yros³aw;Godza³a
Afanazy;Gniewkowski
Micheasz;Ahrenc
Epifaniusz;Gangalewski
Jeron;Brzyœka
Bolemir;Dziegiñski
Cezariusz;Kurmat
Andrzej;Freinberg
Lutos³aw;Deszcz
Prosper;Tytarczuk
Iwan;Pankrac
Goliat;Gielek
Florenty;Jasiulo
RenÃƒÂ©;Wojskowicz
Joachim;£upina
W³oœcis³aw;Gabroœ
Artus;Halama
Abraham;Dymontowicz
Twardos³aw;Wyœmirski
Niegomir;Swidruk
Tymon;Robazel
Martynian;Nayrolles
Lambert;Woltal
Siemis³aw;Twardêga
Wszebor;Krombach
Miromir;W¹gowski
Budzisz;Bylczepiñska
S¹dzimir;Orzy³kowski
Henryk;Lubiec
Frumencjusz;Hochliñski
Oswald;Pecarz
Modest;Ko³tuñczuk
Sulpicjusz;Kruœcicka
Dzier¿ys³aw;Midon
Czechasz;Koranyi
Nikifor;Bombera
Henryk;Czyszczoñ
Siestrzewit;Steckich
Siemiodrog;Warchon
Nosis³aw;Duna³
Leonard;Dudków
Rados³aw;Wierbel
Mœcibor;Tabañczuk
Dymitriusz;Nadbrze¿ny
Anatol;Blache³o
Joachim;Perlceusz
Czcis³aw;Mojsyn
Bazylis;Majora
Wojciech;Kamandowski
Wilhelm;Œwiêciak
Paschalis;Hereczuk
Dzier¿ymir;Howat
Miromir;Barnabiuk
Wiêcemir;WiŸniak
Patrycjusz;Kimaszyñska
Alfred;Kocuba
Herkulan;Golomek
Dobrowit;Twardziñski
Dobromys³;Hubiñski
Zenobiusz;I³¿ecki
Kalikst;Charabin
Ado;£yczana
Horacjusz;Ma³oczna
Ernestyn;Ga³kin
Ludos³aw;Hafiruk
Broniwoj;Rymski
Bo¿ys³aw;Kiecak
Lutobor;Bo³truczek
Przedwoj;Ameljanczyk
Epifan;Bostoñski
Achacy;Indrzejczyk
Irydion;Magott
Filemon;Szajneman
Wiêcerad;Ekesand
Noemi;Hryniszczak
Wac³aw;Witzon
Drogomi³;Karnina
Nemezjusz;Sczyra
Mokij;German
Wodzis³aw;Szybuch
Asenat;Honcz
Magnus;Kawczyk
Trzebowit;Agres
Dobiemir;Kaffka
Sobies³aw;Farna
Paschalis;Sygalska
Bratumi³;£omiak
Lechos³aw;Tomantschgar
Mauryn;Konczuchidze
Marcel;Jurkojæ
Przemys³aw;Tyro-Niezgoda
Romeo;Nowca
Wojciech;Dzindziora
Rupert;Gorzga³a
Klaudiusz;Grz¹¿ko
Chociebor;Völpel
Henryk;Retkowiak
Maurycy;Huler
Celestyn;Mikosa
Edward;Kichaj
Walerian;Rabaszewski
Bo¿ebor;Satarowski
Bogumir;Wêdrowczyk
Lutos³aw;P³uzieñski
Stojmir;Rachwalik
Amos;P³ochecki
Otton;Danawska
Klaudian;¯wierowicz
S³awosz;Tadeuszyk
Epifaniusz;Byczykowska
Judasz;Prosiadowski
Mi³orad;Zacharyjasz
Ildefons;Macudza
Krzywos¹d;Chwiszczuk
Klement;W¹trowski
Stojgniew;Hantyk
Egon;Subkowski
Rajmund;Kawóñczyk
Juliusz;Grzejszczk
Erast;Wrzosiñski
Myœlimir;Pisklak
Konradyn;Okolus
Bo¿eciech;Stranczik
Liberat;£empicki
Pêcis³aw;Pieniok
Klemens;Rajnisz
Chrystian;Dombczyñska
Dan;Mikke
Asteriusz;Spo³owicz
Judasz;Loñczyk
Mi³owit;Mimochód
Wróciwoj;Cygielnik
Przedwoj;¯ubowicka
Eweryst;Pieregorólka
Sambor;Pasturkiewicz
Cieszyrad;Borsewicz
Wiktor;Stroœlak
Ewaryst;Goinka
Tomis³aw;Feliszek
Hubert;Warenda
Norbert;Marmysz
Nahum;Hutorowska
Liwiusz;Strajzel
Damazy;Mankowicz
Dragomir;Miernikowski
Roœcigniew;Pyro¿ek
Sewer;Szwejdych
Borzymir;Jendros
Chryzostom;Dy³eciñska
Ildefons;Dobriak
Mansfet;Skudlarski
Amon;Gadoliñski
Lucjan;Ogrocki
Lewin;Deszunin
Zygfryd;Forus
Niecis³aw;Kabelak
Burchard;Aksamski
Henryk;Biendarra
Prosper;Drenzek
Myœlibor;Flichta
Jacenty;¯em³o
Walery;Niklaus
Niegomir;Roszatycki
Alban;Stolingwa
Marcel;£egin
Apoloniusz;Kamicz
Zenon;Poleszczuk
Klemens;Wojdacz
Pantaleon;Gryn
Wespazjan;Gamlej
Sylwin;Haliczyn
Zbroimir;Chetmecka
Salomon;Jencz
W³adymir;Peza³a
Nadbor;Ney-Fogiel
Mi³owan;Samojlis
Florenty;Bierzychudek
Mariusz;Stepan
Czêstogniew;Koczenusz
Doris;Tropid³o
Natalis;Lekmann
Przybyczest;Joergen
Platon;Szymiczak
Cieszymys³;Siulik
Czech;Skolarz
Euzebiusz;Cajun
Nieznamir;To³oczka
Wojs³aw;Œwiatowy
Unimir;Zdort
Idzi;¯¹dka
W³odzimierz;£aryñ
Chwalimir;Adabasz
Dzier¿ymir;Grudziel
Ksenofont;Grzebielski
Wojciech;Kuchmiewska
Bazylis;Chimoroda
Ulryk;Jaramowski
Siestrzewit;Szalar
Berno;Prowacki
Mas³aw;Prywer
Barnaba;Deninger
Albert;Wajuberg
Rainer;Tesiorowski
Achilles;Dygoda
Jeron;Myczko
Kajus;Szwengrub
Fides;Bostiuk
Kondrad;Skubiczowska
Artus;Wojtuch
Stojmir;Patyniuk
Siestrzemi³;Gierchant
Gniewosz;Cadera
Dalegor;Gieg¿no
Arystarch;Go³yszny Stefaniszyn
Roger;Banasikowski
Walery;Wachta
Alf;Niewrzedowski
Rajnold;Hiczuk
Czechasz;Tarszys
Jakub;Czechliñska
Dobromir;Œlêsak
Kanty;Do³gopok
Agatonik;Kleijsen
Wawrzyn;Usatiuk
Herakles;Sanestrzyk
Sieros³aw;Czajarek
Sawin;Dr¹gialis
Germanik;Laskier
Mœcibor;Drozda
Kazimierz;Zra³y
Abel;B³aŸnik
Tolis³aw;Stadoliñska
Krzysztof;Domalska vel Domañska
Bolebor;Altszyler
Dobiemiest;Anacko
Winicjusz;Nadzelewski
Jakub;Szwob
Asenat;Robin
Szymon;Binasiak
Antym;Zog³owek
Zdzis³aw;Szczekotowicz
W³odziwoj;Anusewicz
Zdobys³aw;Hanausek
Micheasz;Kokoczka
Albaniusz;Lukosiak
Daniel;Wilke
Krzesimir;Landorff
£azarz;Otaka³a
Fidelis;Werdoni
Sêdzis³aw;Lozina
Wilibald;Ponda
Flawian;Tomenko
Roman;Swierawski
Jeron;Kisiliczka
Borys³aw;Macur
Jan Kanty;Jonczer
Walentyn;Lehnart
Chociebor;Szczeciñska vel Szczot
Bernard;Fiereck
Mi³osz;Czechera
Laurencjusz;Dudij
Sewerian;Matafiasz
German;Jówko
Borzywoj;Koto³owski
Ronald;Sto³yga
Naczes³aw;Galanczuk
Zachariasz;Marias
Borzymir;Ugiñski
Lubos³aw;£akiszyk
Saul;Uchryñczuk
Nicefor;Wajtek
Radowid;Sasman
Telesfor;Bawdas
Agatonik;Walet
Samson;Anolak
Dobiemir;Mikó³ka
Honorat;Brzezewski
Moj¿esz;Trybi³o
Ewelin;Rysner
Ostap;Lencznar
Fryderyk;Przoworek
Barnaba;Pa³adziciuch
Wojs³aw;Pasczyñska
Alpinian;Niedoszewski
Radomir;Kordyaczny
Laurenty;Biencer
Czcirad;Szczyrko
Patrycy;Brandus
Rafael;Kordiaczna
Wszeb¹d;Stêporski
Prosimir;Ordyszewski
Wolfgang;Sand
Radomir;Poniewierza
Sebastian;Schurzmann
Wit;Gietczyñski
Strze¿ymir;Zagornik
Leonidas;Kurdy³
Cieszybor;¯arówna
Chryzostom;Tabosz
£ucjusz;Seidler
Leodegar;Broth
Wiêcerad;Ceciora
Czes³aw;Tassarek
Uniewit;Turañski
Cyprian;Karczyk
Sobies¹d;Bêdziak
Dolores;Budzin
Jacenty;Nadro¿ny
Eutropiusz;Œl¹zowska
Kondrad;Siemiec
Kleofas;Bochner
Hubert;Lifun
Makary;Krzynówek
Atanazy;Rossakiewicz
Kanut;Chenowski
Jurand;Prus-G³owacki
Gajusz;Dziumiñska
Janusz;Hamula
Juliusz;Masetek
Pafnucy;Stronikowski
Parys;Parobkiewicz
Albin;Gabryszczak
Reinhold;Ilicz
Wolimir;Opuszka
Mieszko;Fórmanowicz
W³adymir;Luniow
Elizeusz;Miedwiednik
Lutomys³;Kapryna
Ksenofont;Nowyczyñski
Leodegar;G³ouszek
Teodozjusz;Chrastów
Placyd;Funtasiewicz
W³adys³aw;Barach
Lucjusz;Cieœlok
Norbert;Hendriksen
Klaudiusz;Cholaszczy
Konstans;Bug
Niegos³aw;Hoehnke
Têgomir;Hacuro
Dolores;Jutta
Metody;Rudarowicz
Agaton;Miencheberg
Kir;Mirt
Uniedrog;Mager
W³adymir;Chomoncik
Olech;Mirodka
Kazimierz;Brozd
Wolmar;Pacinek
Czech;Deszperecha
Maur;Krowarz
Radomys³;Mê¿yd³o
Klementyn;Sêpiñski
Tezeusz;Parulok
Konstantyn;Kesling
Zbroimir;Kobia³ko
£adys³aw;Korniewo
Wojs³aw;Sandgren
Augustyn;Kêkol
Krzesis³aw;Dekanda
Gerard;Dunaszewski
Mateusz;Reconnu
Libert;Kondziarska
Erast;Abo³oñczykow
Beatus;Styñczyk
Jonasz;Ko³ep
Trzebomys³;Puzgan
Zdziwoj;Czudzin
Amedeusz;Szubzdo
Piotr;Chaka³a
Eryk;Kaid
Agaton;Iwanczyk
Olech;Papierkiewicz
Redogort;Wotarowicz
Suliwoj;Myniak
Romuald;Schmal
S³awosz;Sakerda
Radowit;Atarzewski
Ananiasz;Zbyryt
Ksenofont;Lagera
Mœciwój;Sierotowicz
Hilary;Szaramaga
Hygin;Szkodziak
Norman;Stempelberg
Gracjan;Mikluszew
Benignus;Chaj³o
Klaudian;P³awucki
Bogumi³;Lamoñski
Sambor;Swiers
Bogumir;Gryning
Metody;Peto
Absalon;£omszewicz
Spycis³aw;Drumsta
Barnabasz;Trybaluk
Mieszko;Katoliczenko
Atanazy;Oh³abiak
Mieczys³aw;Stech³y
Platon;Gustyñski
Jêdrzej;Katolo
Ludomir;Prugar-Ketling
Edward;Kalaszczyñski
Noemi;W³odysiuk
Dagobert;Azarkiewicz
Norbert;Uteka
Sieros³aw;Michaliczek
Anzelm;Cie¿kal
Sulis³aw;Goncik
Gabriel;Mrozow
Arnolf;Kutlarz
Wasyl;Bornsztejn
Hiacynt;Zbeñko
Bertold;Moterski
Rodryk;Dziabaciñski
Ludomi³;Breñ
S¹domir;Korpicka
Chwalibóg;Szawczuk
Dagobert;Pomrowicz
Dezydery;Huta-Ho³dowski
Karol Boromeusz;Ksi¹¿czuk
Eutropiusz;Urisek
Cyprian;Lawrenty
Harasym;Przegórski
Ulryk;Gudeliñska
Mojmir;Oeltjen
Amon;Slêczyk
Serafin;Halig
Krzesimir;Mecmajer
Hipolit;Rapaciñski
Alfred;Foschodjenow
Toligniew;Peitsch
Wszemi³;Behta
Norbert;Legenæ
Bazyliusz;Dibak
Krzysztof;Hodnik
Enoch;Idzkowski
Przemys³;Smosowska
Goœcimir;P¹ziñski
Rygobert;Andreasz
Szwieciech;Stefanyszyn
Urban;Wawrzyszczek
Charyzjusz;Goækiewicz
Leonidas;Siemiawski
Irydion;Pietrzk
Tacjusz;£eñczuk
Abdiasz;Pulitowicz
Doris;Chlerich
Epifani;Ditchfield
Joel;Szczepucha
Magnus;Bapiñski
Bo¿eciech;B³angiewicz
Ksawery;Sapoæko
Ludomir;Male¿yty
Rados³aw;Dymitczyk
Edward;S³owianiuk
Symeon;Tutta
Walentyn;Prysok
Teodor;£ubowiecki
Przybymir;Kanczik
Roœcigniew;P³ochorska
W³adymir;Won¿od
Parys;Bigewski
Dionizjusz;Ho³opiak
Karolin;G³¹bkowski
Bjorn;Mataschke
Bolebor;Stencol
Sewerian;To³niñska
Flawiusz;Iwaczuk
Mas³aw;Bojary
Dobrociech;Rajski
Prudencjusz;Jozewicz
Florenty;Dziecióch
Œwiêtope³k;Wuttka
Salwator;Borzechowski
Karin;Gardijas
Arseniusz;Gijszczak
Adaukt;Brambora
Machabeusz;Nalewanyj
Duszan;Pieszyniak
Libert;M¹cko
Myœlibor;Krzywidziñski
Wszemir;Bochiak
Maciej;Krzyszton
Bonifacy;Teigeler
Manswet;Palczyñski
Bonifacy;Otarkowski
Bogus¹d;Drosel
Albin;Toróñ
Czcibor;Spokojna
Nikanor;Os³aniewicz
Lucjusz;Litwienienko
Trzebis³aw;£abusiñski
Lubos³aw;Pakierz
Emil;Tumi³³o
Ewald;Brzdakiewicz
Saul;Tunczyk
Kanut;Padziak
Mieczys³aw;Kurdwanowski
Wolmar;Balej³o
Natan;Nermann
Damian;Kapruziak
Werner;Sorokoput
Fides;Gaczycki
Symplicjusz;Farotimi
Gebhard;Cholipski
Jozafat;Kamieniak
Germanik;Kriwicki
Przedpe³k;Czebio³ko
Godzisz;Hemmzer
Dan;Po³toracka
Feliks;Lazur
Cezariusz;Kurzeb
Boguchwa³;Berechulska
Goœcimi³;Stinka
Gniewosz;Ajnbacher
Maksymin;Bur³atenko
Œwiêtope³k;Pepler
Brykcjusz;Hynisz
Czcibor;Nurski
Bartosz;Harkowiak
Ewelin;Zemczuk
Axel;Maroczkaniec
Eudoksjusz;Chejman
Sulimir;Da³ksza
Pafnucy;Ofczorz
Bazylis;Hnatyk
Ubald;Remin
Dobromys³;Gelzak
Nadmir;Zerynger
Taras;Pyliñski
Leodegar;Cegliñski
Wszeciech;Mia³an
RenÃƒÂ©;Tyliba
Pafnucy;Kacica
Adrian;Lapka
Œwiêtos³aw;Kristiansson
Germanik;Drosyñska
Emilian;Bortlisz
Radomys³;Manienko
Job;WoŸniszczuk
Cieszybor;Sachowiak
Siestrzewit;Chrzon
Nehemiasz;Sadziñski
Pêcis³aw;Moj¿yszek
Wojmir;Fiksak
Dalebor;Miera
Miron;Dajnowicz
Borzys³aw;Wiro-Kiro
Dolores;Pl¹dek
Konstantyn;Mentalis
Filip;Zerbini
Wieñczys³aw;Tierientiew
Wolfgang;Propiewska
W³oœcis³aw;War³owski
Benon;Majszy
Tadeusz;Sieleziñski
Mirogniew;Gromikowska
Szczepan;Dzidziñski
Dobiegniew;Kuszêcka
Wiktoryn;Gnidko
Alan;Tabiañska
Apoloniusz;Oleœniak
Dacjan;Kostelik
£azarz;Becheba
Daniel;Dziugomani
Wojbor;Œmierzewski
Ezechiel;£abicki
Berno;¯argalyn
Mi³orad;Œnierzko
Kiejstut;Omilczenko
Addar;¯mieczorowska
Œwieciech;Kropatwa
Przedpe³k;Czarnolewski
Radzimierz;Holawa
Jan;Grochal
Goœcirad;Piroñ
Lubomir;Trepy
Artemon;Kattirs
D³ugosz;Wuderowicz
Donald;Klupata
Natalis;Sobyrajski
Witomys³;Black
Felicjan;Piliszczuk
Spirydion;Osadkowski
Radomir;Szmigielski-Œmiechowski
Miros³aw;Lubiewa
Siestrzemi³;Zaborek
Abel;Kiekowski
Olech;Szwemberger
Gerwazy;Chrosiek
Siemomys³;Sroma
Karolin;Cwiêczek
Skarbimierz;Myjek
Cieszys³aw;Hamzikiewicz
Toligniew;Mojse
Kacper;Bezruczka
Warcis³aw;Pakuczak
Anastazy;Pielichiewicz
Redogort;Pipiak
Ernest;Pos³ek
Ezdrasz;Matreñczyk
Damazy;Klimczk
Tacjusz;Dolezy
Czcirad;Giurzyñska
Jonasz;Medwig
Kurt;Szymkuæ
Salwin;Muhlbrodt
Job;Anacik
Benignus;Chdek
Nehemiasz;Kaziaka
Dobrymir;Pisarewski
Job;Cipienko
Przybygniew;Matyasiñska
Gracjan;Macie¿yñski
Renat;Oktoba
Czêstowoj;Staluszka
Gotfryd;Kud¿a³
Zygmunt;Pazdzio³
Izajasz;Monenert
Dad¹bog;Lessner
Radzim;Swadkowski
Pelagiusz;Klary
Radzimir;Posielêzny
Achilles;Giziñski
Olaf;Gasparski
Kordian;Perfiñski
Szymon;Ka³a³
Teobald;Szambrowski
Radzimierz;WoŸdziañska
Siemis³aw;Jermisz
Unis³aw;Sagowski
Radzimir;Czubaty
Alojzy;Paluszczyszyn
Wróciwoj;Nyberg
Karol;Pieloth
Zbros³aw;Urza
Bohdan;Ciacharowski
Bazyli;Komarczyn
Budzimir;Przysucha
Tworzymir;Rechniewski
Racibor;Grotniak
Wies³aw;Piko
Budzis³aw;Harymska
Aureli;Drygiak
Napoleon;Reduchowski
Witalian;Stobelska
Damian;Durmagiel
Jeremi;Jêndryka
Chociemir;Osadnikow
Konstantyn;Charatyñska
Konstancjusz;Ko³ejdo
Wszebor;¯ukowiecki
Dzier¿ymir;Schwefel
Leszek;Bussacker
Chocies³aw;Szmek
Œwiêtomir;Marpert
Unis³aw;Fulek
Jaczewoj;Bociejowska
Hermenegild;Karpeza
Germanik;Gaczur
Niegos³aw;Jayga
Zorian;Górowicka
Ireneusz;Juru
Zbroimir;Kierdowicz
Wszerad;Napionek
Goœcimi³;Toews
Sêdzis³aw;Kimborewicz
Gwalbert;Pycher
W³odzimierz;Stosal
Dobiemir;Cieruk vel Cierucka
Andonik;Dekurgan
Dobrowiest;Z¹becki
Jacenty;Majdaniuk
Sobies¹d;Stêpniok
Beatryks;Grabuñska
Lubor;Ersteniuk
Bruno;Stera
Fortunat;Giza
Berno;Grele
Sulimierz;Tirliñska
Toligniew;Uszy³ow
Kazimierz;Dwulatek
Cyrus;Trajdecki
Emilian;C¹ka³a
Polikarp;Chowyniec
Niegomir;£añdach
Lutomir;Kondrawcew
Lubos³aw;Bodurkiewicz
Cezary;Poradiuk
Kazimierz;Misejuk
Eutropiusz;Dresen
Mi³ogost;Ryba³towski
Ruben;Morejno
Nehemiasz;Czwiorek
Hubert;Borba
Sulirad;Ponowicz
Stanis³aw;Helman vel Helmer
Tezeusz;Konracik
Racibor;Kuker
W³oœcis³aw;Kos³owicz
Konstantyn;Marchiel
Miko³aj;Slê¿akowska
Hilary;Ciris
Mi³orad;Dymont
Przedpe³k;KuŸko
Borys;Œla¿ak
Anzelm;Bekirer
Rajmund;Koprajniuk
Tworzys³aw;Konaszczuk
Boguchwa³;Glabion
Bo¿ymierz;Nasier
Niecis³aw;Gordzej
Bo¿ebor;Klajborowski
Radzimir;Szufik
Danisz;Wyzozêbska
Domarad;Lewoszko
Mironieg;Dornhardt
Leonard;Michajlidu
Gaspar;Plichciñski
Flawiusz;Botarska
Borys;Trojan
Hieronim;Larema
Konradyn;Grószy
Ludomi³;Hejgelmann
Rodryg;Ma³tawski
Skarbimir;Wajzer
Sylwin;Jezierski vel Je¿ewski
Wszegniew;Nizurska
Dominik;Jaroniecki
Zefir;Awdaszkiewicz
Czech;Czubatyjski
Dobiegniew;Niedzó³ko
Klemens;Bartelke
Justynian;Ksi¹dzularz
Mansfet;Sloœnik
Roman;W³azek
Dytrych;Kurzynowski
Krystian;Boleski
¯yros³aw;Miku³a
Olgierd;Pochliñska
Eryk;Braci³owicz
Œwiêtobor;£atciñski
Aureliusz;B¹cka
Porfirion;Grzêczkowska
Przybys³aw;Czrnuszka
Zenon;Snoszek
Aureli;Skrago
Kryspin;Dziemanczyk
W³odzis³aw;Siurmacki
Drogomir;Wytzler
Boles³aw;Ma³os
Beatus;Dr¹¿kowiak
Franciszek;Wagiñski
Walerian;Dudacz
Daros³aw;Bonhefner
Jan Kanty;¯ieleŸny
Chryzant;Kudzian
Otto;Pilarenko
Konrad;Paniszkis
Horacjusz;Ordoñ
Hortensjusz;Sig³owa
Pankracy;Szynowski
Afanazy;Œlêmp
Robert;Jamielita
Amadeusz;Wileczyñski
Roœcis³aw;Œwiêdzikowski
Œcibor;Duleba
Wadim;Goi¿ewski
Agenor;Wuttkopf
Aureliusz;Sioter
Alfons;Melas
Pêcis³aw;Sobojda
Reinhold;Wyszatycki
Denis;Schwichtenberg
Judasz;Skrobatowicz
Benedykt;£abiega
Ders³aw;Kleemann
Uniegost;Brzo¿owska
Antonin;Hryñczyk
Przedwoj;Pinio
Namys³aw;Götze
Liboriusz;Szamalin
Bolebor;Czudlik
Przemys³aw;Kozietañska
Bean;£obina
Wit;Ularowski
Adrian;Mruwczyñski
Sêdziwoj;WoŸniczok
Szymon;Torula
Malwin;Harhatów
Nikifor;Jedzioro
Patrycy;Jezela
Wielis³aw;Rast
Przybywoj;Wozniczok
Amedeusz;Darow
Wojs³aw;Zotow
